2
data/OtherPictures/vocablevel1.jpg,data/OtherPictures/grammarlevel1.png,data/OtherPictures/vocabgame1.png,data/OtherPictures/grammargame1.png,Enkonduko,data/OtherPictures/bossgame1.png
data/OtherPictures/vocablevel2.png,data/OtherPictures/grammarlevel2.png,data/OtherPictures/vocabgame2.png,data/OtherPictures/grammargame2.png,Manĝaĵo,data/OtherPictures/bosslevel2.png
data/OtherPictures/vocablevel3.png,data/OtherPictures/grammarlevel3.png,data/OtherPictures/vocabgame3.png,data/OtherPictures/grammargame3.png,Nombroj,data/OtherPictures/bosslevel3.png
data/OtherPictures/vocablevel4.png,data/OtherPictures/grammarlevel4.png,data/OtherPictures/vocabgame4.png,data/OtherPictures/grammargame4.png,Sezonoj,data/OtherPictures/bosslevel4.png
data/OtherPictures/vocablevel5.png,data/OtherPictures/grammarlevel5.png,data/OtherPictures/vocabgame5.png,data/OtherPictures/grammargame5.png,Domo,data/OtherPictures/bosslevel5.png
data/OtherPictures/vocablevel6.png,data/OtherPictures/grammarlevel6.png,data/OtherPictures/vocabgame6.png,data/OtherPictures/grammargame6.png,Vojaĝi,data/OtherPictures/bosslevel6.png

data/funPic.jpg,data/funpic2.gif,data/funPic.jpg,data/funpic2.gif,This When I Should,data/lolla.jpg
data/funPic.jpg,data/funpic2.gif,data/funPic.jpg,data/lolla.jpg,Be Working On CS,data/funpic2.gif
data/funPic.jpg,data/funpic2.gif,data/funPic.jpg,data/funpic2.gif,Have You Ever,data/lolla.jpg
data/funPic.jpg,data/funpic2.gif,data/funPic.jpg,data/lolla.jpg,Even Seen Lost?,data/funpic2.gif
data/funPic.jpg,data/funpic2.gif,data/funPic.jpg,data/funpic2.gif,Cause I Have And,data/lolla.jpg
data/funPic.jpg,data/funpic2.gif,data/funPic.jpg,data/lolla.jpg,It Is Insane,data/funpic2.gif

